refArea,medicalCause,Number of cases,Observation URI,references,publisher,disease,dataset,refPeriod
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,11,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,3,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2018
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,2,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2018-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Mount2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2018
http://dbpedia.org/resource/Beqaa_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2018
http://dbpedia.org/resource/Beqaa_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2018
http://dbpedia.org/resource/Beqaa_Governorate,,3,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2018
http://dbpedia.org/resource/Beqaa_Governorate,,7,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2018
http://dbpedia.org/resource/Beqaa_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2018
http://dbpedia.org/resource/Beqaa_Governorate,,8,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-06-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/06-2018
http://dbpedia.org/resource/Beqaa_Governorate,,13,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-07-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/07-2018
http://dbpedia.org/resource/Beqaa_Governorate,,3,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-08-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/08-2018
http://dbpedia.org/resource/Beqaa_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-09-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/09-2018
http://dbpedia.org/resource/Beqaa_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-10-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/10-2018
http://dbpedia.org/resource/Beqaa_Governorate,,9,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-11-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/11-2018
http://dbpedia.org/resource/Beqaa_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2018-12-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2018.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/12-2018
http://dbpedia.org/resource/Beqaa_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2025-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Bekaa.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2025
http://dbpedia.org/resource/Beqaa_Governorate,,3,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2025-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Bekaa.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2025
http://dbpedia.org/resource/Beqaa_Governorate,,2,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2025-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Bekaa.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2025
http://dbpedia.org/resource/Beqaa_Governorate,,2,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2025-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Bekaa.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2025
http://dbpedia.org/resource/Beqaa_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2025-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Bekaa.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2025
http://dbpedia.org/resource/Beirut,,8,http://linked.aub.edu.lb/CODEC/observation/Beirut-2025-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Beirut.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2025
http://dbpedia.org/resource/Beirut,,7,http://linked.aub.edu.lb/CODEC/observation/Beirut-2025-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Beirut.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2025
http://dbpedia.org/resource/Beirut,,8,http://linked.aub.edu.lb/CODEC/observation/Beirut-2025-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Beirut.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2025
http://dbpedia.org/resource/Beirut,,4,http://linked.aub.edu.lb/CODEC/observation/Beirut-2025-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Beirut.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2025
http://dbpedia.org/resource/Beirut,,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2025-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Beirut.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2025
http://dbpedia.org/resource/Nabatieh_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2025-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Nabatieh.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2025
http://dbpedia.org/resource/Nabatieh_Governorate,,1,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2025-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Nabatieh.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2025
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2025-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Nabatieh.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2025
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2025-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Nabatieh.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2025
http://dbpedia.org/resource/Nabatieh_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Nabatieh-2025-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Nabatieh.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2025
http://dbpedia.org/resource/North_Governorate,,40,http://linked.aub.edu.lb/CODEC/observation/North-2025-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/North.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2025
http://dbpedia.org/resource/North_Governorate,,40,http://linked.aub.edu.lb/CODEC/observation/North-2025-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/North.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2025
http://dbpedia.org/resource/North_Governorate,,17,http://linked.aub.edu.lb/CODEC/observation/North-2025-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/North.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2025
http://dbpedia.org/resource/North_Governorate,,11,http://linked.aub.edu.lb/CODEC/observation/North-2025-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/North.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2025
http://dbpedia.org/resource/North_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/North-2025-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/North.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2025
http://dbpedia.org/resource/South_Governorate,,3,http://linked.aub.edu.lb/CODEC/observation/South-2025-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/South.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2025
http://dbpedia.org/resource/South_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/South-2025-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/South.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2025
http://dbpedia.org/resource/South_Governorate,,5,http://linked.aub.edu.lb/CODEC/observation/South-2025-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/South.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2025
http://dbpedia.org/resource/South_Governorate,,8,http://linked.aub.edu.lb/CODEC/observation/South-2025-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/South.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2025
http://dbpedia.org/resource/South_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/South-2025-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/South.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2025
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,18,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2025-01-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Mount.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/01-2025
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,10,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2025-02-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Mount.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/02-2025
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,11,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2025-03-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Mount.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/03-2025
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,17,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2025-04-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Mount.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/04-2025
http://dbpedia.org/resource/Mount_Lebanon_Governorate,,0,http://linked.aub.edu.lb/CODEC/observation/Mount_Lebanon-2025-05-Dysentery,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_currentyear/Mount.htm,Ministry of Public Health,http://dbpedia.org/resource/Dysentery,http://linked.aub.edu.lb/CODEC/Dataset/Dysentery,http://server/unset-base/05-2025
